function	callsite	destination	source	key_len	output_len	printable_score	text
0x21EBF8	0x10B608	0x2C1BAC	0x534CD	15	30	1.000	SUSFS 配置文件不存在: 
0x21EF18	0x10B9C0	0x2C1BF0	0x53571	19	32	1.000	SUSFS JSON 配置格式异常: 
0x21F610	0x10C1C8	0x2C1C64	0x536A6	24	23	1.000	"<set name=""sus_paths"">"
0x21F7C8	0x10C350	0x2C1C80	0x536E7	18	22	1.000	"<set name=""sus_paths"""
0x21F95C	0x10C444	0x2C1C9C	0x53721	22	58	1.000	SUSFS 配置: sus_paths 为空集合（自闭合标签）
0x21FC48	0x10C48C	0x2C1CDC	0x53786	19	41	1.000	SUSFS 配置: 未找到 sus_paths 集合
0x21FE8C	0x10C5E4	0x2C1D0C	0x537FC	22	57	1.000	SUSFS 配置: sus_paths 集合缺少 </set> 结束标签
0x22002C	0x10C8F4	0x2C1D4C	0x53879	8	9	1.000	<string 
0x220638	0x10E528	0x2C1D84	0x538F8	27	63	1.000	检测到路径(新出现或被重建)，执行 SUSFS 隐藏: 
0x2207D8	0x10EC38	0x2C1DC8	0x53977	21	13	1.000	add_sus_path
0x2208EC	0x10EDD0	0x2C1DDC	0x539C0	20	33	1.000	SUSFS 命令失败，返回码: 
0x2210A4	0x10F38C	0x2C2500	0x5413F	19	25	1.000	 2>/dev/null | head -n 1
0x2212DC	0x10F4B0	0x2C2520	0x541A1	9	10	1.000	pgrep -x 
0x221608	0x10FA2C	0x2C2530	0x541E8	19	18	1.000	服务已运行: 
0x2234B8	0xFF214	0x2C273C	0x5479A	10	9	1.000	ctl.stop
0x22367C	0x1008CC	0x2C274C	0x547E9	20	5	1.000	logd
0x2239F8	0xFF500	0x2C2768	0x5485F	12	15	1.000	zax-api-delete
0x223BA8	0xFFAC0	0x2C277C	0x548A5	17	12	1.000	zax-api-set
0x223CAC	0xFFE10	0x2C278C	0x548F0	20	14	1.000	zax-api-clear
0x224078	0x100194	0x2C27AC	0x5497E	31	37	1.000	/data/property/persistent_properties
0x226784	0x101B88	0x2C321C	0x55893	17	39	1.000	/data/adb/modules/zygisksu/bin/zygiskd
0x226C44	0x101C60	0x2C3284	0x5598A	21	28	1.000	下发 Zygisk Next 设置: 
0x2274A4	0x101D18	0x2C3308	0x55ABE	21	39	1.000	 memory-type anonymous >/dev/null 2>&1
0x22786C	0x101D5C	0x2C3334	0x55B18	14	32	1.000	 linker builtin >/dev/null 2>&1
0x227A30	0x101D98	0x2C3358	0x55B56	29	131	1.000	Zygisk Next 设置命令已执行：denylist-policy=whitelist, enforce-denylist=just_umount, memory-type=anonymous, linker=builtin
0x227DC8	0x11D710	0x2C33E0	0x55C18	28	65	1.000	5a311d1c2cc72c0ddf3969bfdaf325925586f97975efb7081afc68961408f78d
0x22800C	0x111D60	0x2C3428	0x55C94	30	32	1.000	启动 YHyc 守护进程 (PID: 
0x228C54	0x112594	0x2C34EC	0x55E60	20	19	1.000	 | cmdline劫持: 
0x228FB0	0x112834	0x2C351C	0x55F0C	8	7	1.000	可用
0x229B7C	0x1129C4	0x2C3570	0x56024	28	28	1.000	解析 susfs 配置文件: 
0x22A088	0x112AFC	0x2C35BC	0x56119	18	101	1.000	进入主监控循环 (SUSFS 路径隐蔽 + /data/app 应用安装卸载监听 + 数据目录拦截)
0x22A19C	0x112B74	0x2C3628	0x561CA	23	54	1.000	inotify 初始化失败，回退到低频扫描模式
0x22A7DC	0x112D44	0x2C3698	0x56291	26	25	1.000	无法监听 /data/app: 
0x22AA94	0x112FFC	0x2C36DC	0x56341	29	33	1.000	无法监听配置文件目录: 
0x22ABB0	0x1138D4	0x2C3704	0x563BD	23	51	1.000	SUSFS 路径监听已启用，父目录监听数: 
0x22AE14	0x113AF4	0x2C373C	0x56437	27	14	1.000	/data/adb/ksu
0x22AF10	0x113B98	0x2C3750	0x5649B	14	56	1.000	已监听新版 SUSFS 配置: /data/adb/ksu/.susfs.json
0x22B2B8	0x113C5C	0x2C378C	0x5650D	31	40	1.000	无法监听新版 SUSFS 配置目录: 
0x22B500	0x113E98	0x2C37B8	0x56586	21	5	1.000	zdbl
0x22B5DC	0x113FA0	0x2C37C4	0x565D4	11	79	1.000	事件触发: 当前 BL/Root 类型不允许，跳过自动更新 BL 列表。
0x22B838	0x11407C	0x2C3818	0x5664A	16	71	1.000	事件触发: 检测到应用安装/卸载，正在更新 BL 列表...
0x22BAF0	0x1140D0	0x2C3864	0x566CF	12	39	1.000	事件触发: BL 列表更新完成。
0x22C318	0x11469C	0x2C3918	0x56828	29	86	1.000	检测到 PACKAGE_LIST_FILE 发生改变，正在刷新缓存并触发存量清理...
0x22C720	0x115E68	0x2C39AC	0x56907	19	16	1.000	QT_packages.txt
0x22D430	0x116A34	0x2C3A38	0x56ACC	29	30	1.000	守护进程自重启失败: 
0x22D534	0x117358	0x2C3A5C	0x56B24	29	50	1.000	守护进程稳定运行中，当前维持隐蔽 
0x22D9F0	0x11891C	0x2C3AA4	0x56BDC	21	399	1.000	\n⚠️ APatch KPM 自动嵌入风险\n该操作会重写 boot 分区，可能导致无法开机。\n继续前请确认：你具备自行刷写 boot 分区的能力。\n如果 BL 未解锁/未知：同意后也会禁用 KPM 嵌入，只继续普通模块安装。\n\n请使用音量键选择：\n  音量上键：同意继续\n  音量下键：不同意，中断安装\n  10秒无操作：默认不同意\n\n
0x22DE54	0x11893C	0x2C3C38	0x56D90	19	13	1.000	同意继续
0x22E09C	0x11896C	0x2C3C4C	0x56DC0	26	25	1.000	不同意，中断安装
0x22E380	0x118A60	0x2C3C6C	0x56E10	8	23	1.000	\n=== 安装开始 ===\n
0x22E630	0x118CB0	0x2C3CA8	0x56EA8	17	23	1.000	\n=== 安装选项 ===\n
0x22E938	0x119018	0x2C3CC4	0x56EE6	13	68	1.000	\n[提示] 手动选择失败，自动切换为 Root 自动检测。
0x22ECA4	0x1191FC	0x2C3D0C	0x56F6F	11	40	1.000	\nRoot检测/选择失败，程序退出
0x22EF00	0x119310	0x2C3D38	0x56FDE	13	23	1.000	\n=== 环境识别 ===\n
0x22EFD4	0x11938C	0x2C3D54	0x57024	18	21	1.000	当前 Root 类型: 
0x22F0A8	0x119438	0x2C3D70	0x5707C	24	24	1.000	ksu_jailbreak_root_type
0x22F494	0x1197C8	0x2C3DCC	0x57147	17	90	1.000	检测到 KernelSU_越狱，完整性相关功能将按越狱专用模式隐藏/跳过。
0x22F640	0x11991C	0x2C3E2C	0x571C3	29	13	1.000	BL 未解锁
0x22FCB8	0x119C28	0x2C3E88	0x572D1	25	61	1.000	\nKernelSU_SUSFS 模式，已跳过 /data/local/tmp 重建。
0x22FDB4	0x119D30	0x2C3ECC	0x57365	19	29	1.000	\n已跳过风险文件清理
0x22FF80	0x119DA8	0x2C3EF0	0x573C9	31	16	1.000	未找到对应
0x2303F0	0x11A0D4	0x2C3F14	0x57486	18	62	1.000	❌ 用户未同意 APatch KPM 风险提示，安装已中断
0x2304F0	0x11A250	0x2C3F58	0x574E8	17	85	1.000	⚠️ BL 未解锁或状态未知：已禁用 KPM 嵌入，继续普通模块安装
0x230698	0x11A394	0x2C3FB4	0x5757D	12	23	1.000	\n=== 安装资源 ===\n
0x230C34	0x11A58C	0x2C4024	0x57642	25	75	1.000	BL 未解锁，已跳过 target.txt / BL 列表 / 有效密钥相关功能
0x230E04	0x11A700	0x2C4074	0x576C9	17	23	1.000	\n跳过模块刷入...
0x23105C	0x11A748	0x2C4090	0x57704	21	29	1.000	\n未知选择，程序退出
0x231160	0x11A79C	0x2C40B4	0x5775B	22	23	1.000	\n=== 写入配置 ===\n
0x2313C8	0x11A80C	0x2C40D0	0x577C0	28	36	1.000	正在同步 APatch 排除修改...
0x2314CC	0x11A880	0x2C40F8	0x5781E	18	47	1.000	\nKernelSU_越狱，正在自动重载模块...
0x231684	0x11AB04	0x2C412C	0x57897	29	17	1.000	\n=== 完成 ===\n
0x231DC0	0x11CA24	0x2C41A4	0x57996	27	14	1.000	YH_WEBUI_TASK
0x232244	0x11CF24	0x2C41C8	0x57A29	10	5	1.000	--bl
0x2324FC	0x11D03C	0x2C41E4	0x57ACB	9	18	1.000	--refresh-blstate
0x2327C4	0x11D084	0x2C41FC	0x57B22	20	11	1.000	--roottype
0x232A0C	0x11D0CC	0x2C420C	0x57B7E	21	9	1.000	--status
0x232D8C	0x11D26C	0x2C422C	0x57C16	9	7	1.000	--zdbl
0x23311C	0x11D2F8	0x2C4238	0x57C39	30	10	1.000	--zdgbkfq
0x2339C8	0x11E770	0x2C42C0	0x57D69	15	8	1.000	--suspz
0x233C3C	0x11E7C4	0x2C42CC	0x57DBA	21	12	1.000	--tee-patch
0x234044	0x11E9AC	0x2C42EC	0x57E6B	14	7	1.000	--yxmy
0x234160	0x11EF7C	0x2C42F8	0x57E9D	25	8	1.000	--gbkfq
0x234300	0x11F008	0x2C4304	0x57EDF	13	45	1.000	正在关闭 USB 调试与开发者模式...
0x2344C4	0x11F08C	0x2C4338	0x57F48	31	28	1.000	已执行关闭调试模式
0x2347BC	0x11F0D4	0x2C4358	0x57F9B	31	20	1.000	USB 调试状态：
0x234CA8	0x11F41C	0x2C4390	0x58067	15	9	1.000	--reload
0x234FAC	0x11F4F8	0x2C43A0	0x5809E	24	10	1.000	--fix-lsp
0x235160	0x11F574	0x2C43B0	0x580EE	27	20	1.000	--magisk-root-grant
0x2353BC	0x11F840	0x2C43C8	0x58158	22	6	1.000	grant
0x2356A4	0x11F968	0x2C43D4	0x5819E	11	7	1.000	--fxbm
0x235C68	0x1201A0	0x2C4410	0x58279	16	65	1.000	346210e9401962f4e6be076c39e347e2235811d08a7e50d7153d795b2f1dbca7
0x235D64	0xA6EE0	0x2C4458	0x58305	8	25	1.000	/system/lib64/libcurl.so
0x236190	0xA6F18	0x2C4478	0x58336	18	23	1.000	/system/lib/libcurl.so
0x23658C	0xA6F80	0x2C44B8	0x583CB	13	25	1.000	/vendor/lib64/libcurl.so
0x237CCC	0xA7880	0x2C45D4	0x5873C	24	25	1.000	/data/adb/magisk/busybox
0x238208	0xA7A10	0x2C461C	0x587D9	8	26	1.000	/data/adb/ksu/bin/busybox
0x238A70	0xA7C00	0x2C4684	0x588B6	16	34	1.000	/data/adb/ap/bin/busybox wget -O 
0x238F28	0xA7DCC	0x2C46BC	0x58953	20	15	1.000	curl -L -k -o 
0x2390EC	0xA8208	0x2C46D0	0x589A7	11	47	1.000	libcurl bootstrap ticket download failed; url=
0x2392B8	0xA83E0	0x2C4704	0x58A10	9	48	1.000	libcurl bootstrap ticket content is empty; url=
0x239458	0xA8584	0x2C4738	0x58A70	15	44	1.000	libcurl one-time download url missing; url=
0x239544	0xA8798	0x2C4768	0x58AD9	11	8	1.000	libcurl
0x23963C	0xA8808	0x2C4774	0x58B0A	11	51	1.000	libcurl bootstrap SHA-256 missing or invalid; url=
0x2397E0	0xA8C58	0x2C47AC	0x58B6C	22	7	1.000	exit 1
0x239FC8	0xAA260	0x2C47FC	0x58CB1	15	3	1.000	; 
0x23A0D8	0xA8E2C	0x2C4804	0x58CFB	21	32	1.000	echo '[libcurl] one-time try: '
0x23A3F4	0xA8F30	0x2C4828	0x58D6D	8	8	1.000	 2>&1; 
0x23AB64	0x130E4C	0x2C487C	0x58E26	22	10	1.000	mkdir -p 
0x23B89C	0x13128C	0x2C490C	0x59019	8	7	1.000	rm -f 
0x23B9B0	0xA9DF0	0x2C4918	0x59045	9	34	1.000	echo '[libcurl] download target='
0x23BC38	0xAA118	0x2C494C	0x590DB	15	24	1.000	if [ $rc -ne 0 ]; then 
0x23BFA4	0xAA17C	0x2C4968	0x59125	9	23	1.000	echo '[libcurl] try: '
0x23C5BC	0xAA4F0	0x2C49B8	0x59209	22	5	1.000	fi; 
0x23CF78	0xBEB40	0x2C4B48	0x594C6	30	9	1.000	qualcomm
0x23D064	0xBEB74	0x2C4B58	0x59524	11	5	1.000	qcom
0x23D380	0xBEBA4	0x2C4B64	0x59549	27	11	1.000	snapdragon
0x23D494	0xBED34	0x2C4B74	0x595A0	30	3	1.000	sm
0x23D6A0	0xBED68	0x2C4B7C	0x595E3	23	4	1.000	sdm
0x23D9A0	0xBED98	0x2C4B84	0x5962F	15	4	1.000	msm
0x23DB38	0xBEDC8	0x2C4B8C	0x59654	21	4	1.000	qcm
0x23DD08	0xBEDFC	0x2C4B94	0x5968F	20	4	1.000	qcs
0x23DEC4	0xBEFDC	0x2C4B9C	0x596DF	8	5	1.000	kona
0x23E104	0xBF010	0x2C4BA8	0x5970D	31	8	1.000	lahaina
0x23E5C0	0xBF070	0x2C4BC0	0x597A5	10	5	1.000	taro
0x23E800	0xBF0A0	0x2C4BCC	0x597E0	9	7	1.000	kalama
0x23E9BC	0xBF0D0	0x2C4BD8	0x5981F	23	10	1.000	pineapple
0x23ED00	0xBF130	0x2C4BF4	0x598C7	15	7	1.000	bengal
0x23EE04	0xBF160	0x2C4C00	0x598FB	29	5	1.000	holi
0x23F078	0xBF190	0x2C4C0C	0x59938	17	5	1.000	lito
0x23F3F4	0xBF1F0	0x2C4C24	0x5999D	22	8	1.000	trinket
0x23F594	0xBF220	0x2C4C30	0x599DE	16	7	1.000	monaco
0x23F7D4	0xBF930	0x2C4C3C	0x59A2A	24	9	1.000	mediatek
0x23FAF4	0xBF9EC	0x2C4C4C	0x59A60	29	4	1.000	mtk
0x240200	0xBFCEC	0x2C4C70	0x59B60	14	3	1.000	mt
0x2407BC	0xE0290	0x2C4C88	0x59BFC	20	9	1.000	[SUSFS] 
0x240C48	0xE02F4	0x2C4CA4	0x59C84	10	8	1.000	 失败
0x2416DC	0x138360	0x2C4CF4	0x59DBA	14	15	1.000	package_config
0x2419CC	0x13A4A8	0x2C4D08	0x59E13	22	3	1.000	su
0x241B80	0x138708	0x2C4D10	0x59E63	18	11	1.000	supercall\n
0x241C60	0x138720	0x2C4D20	0x59EB0	21	16	1.000	package_config\n
0x241D5C	0xF3598	0x2C4D34	0x59EF3	25	28	1.000	/data/adb/ap/package_config
0x242014	0xF35F4	0x2C4D54	0x59F4A	31	15	1.000	me.bmax.apatch
0x2422C0	0xF3AF0	0x2C4D7C	0x59FDB	10	5	1.000	pkg,
0x24256C	0x110004	0x2C4DC0	0x5A084	12	10	1.000	ctl.start
0x242658	0x110034	0x2C4DD0	0x5A0D7	10	19	1.000	setprop ctl.start 
0x242810	0x11005C	0x2C4DE8	0x5A11A	19	21	1.000	 2>/dev/null; start 
0x2429D8	0x1101E4	0x2C4E04	0x5A17D	17	12	1.000	ctl.restart
0x242AC4	0x110214	0x2C4E14	0x5A1C7	9	21	1.000	setprop ctl.restart 
0x242D2C	0x110240	0x2C4E30	0x5A21C	8	33	1.000	 2>/dev/null; setprop ctl.start 
0x243394	0x1182F0	0x2C4EB0	0x5A347	14	14	1.000	无法监听 
0x243658	0x118318	0x2C4EC4	0x5A377	26	3	1.000	: 
0x243750	0x11B2EC	0x2C4ECC	0x5A3A8	26	39	1.000	[*] 正在执行设备授权校验...\n
0x243908	0x11B334	0x2C4EF8	0x5A41B	17	41	1.000	[!] 无法获取设备ID，校验失败\n
0x243AA8	0x11B380	0x2C4F28	0x5A47E	26	24	1.000	?file=verify_bmd&devId=
0x243BA4	0x11B574	0x2C4F44	0x5A4DA	30	32	1.000	qq whitelist request abnormal; 
0x243D5C	0x11B618	0x2C4F68	0x5A556	22	19	1.000	"""whitelisted"":true"
0x243EF8	0x11B6BC	0x2C4F80	0x5A59E	27	51	1.000	[√] 验证成功！(主板ID白名单已授权: 
0x244368	0x11B700	0x2C4FB8	0x5A607	18	3	1.000	)\n
0x2445F0	0x11B758	0x2C4FC0	0x5A654	27	11	1.000	"""code"":200"
0x2448CC	0x11B7A0	0x2C4FD0	0x5A6A9	10	44	1.000	[√] 验证成功！(API 接口已授权: 
0x244B14	0x11B830	0x2C5000	0x5A70A	29	42	1.000	----------------------------------------\n
0x2456D0	0x11BAB8	0x2C50C8	0x5A8DD	27	8	1.000	  <<<\n\n
0x2459A8	0x11BC2C	0x2C50F8	0x5A96A	17	109	1.000	"(sleep 2 && am start -a android.intent.action.VIEW -d ""https://pd.qq.com/s/4z9zfg2h3?b=5"") >/dev/null 2>&1 &"
0x245D34	0x14BAE0	0x2C5198	0x5AA71	28	35	1.000	https://jx.yhyun.asia/pdyz/api.php
0x245EE4	0x14BBC8	0x2C51C0	0x5AAC4	17	57	1.000	; reason=curl_easy_init failed or libcurl is unavailable
0x246084	0x14BD64	0x2C5200	0x5AB1E	28	11	1.000	device_id=
0x247BCC	0xC8024	0x2C52B0	0x5AF03	22	26	1.000	thread constructor failed
0x247EF0	0xE72B8	0x2C52D0	0x5AF6F	18	52	1.000	[错误] 无法连接到服务器或配置为空！
0x248548	0xE7C7C	0x2C5340	0x5B0C8	25	32	1.000	[错误] 无法从 URL 下载: 
0x2487A8	0x181554	0x2C5364	0x5B112	14	14	1.000	\n===SPLIT===\n
0x248C20	0x181720	0x2C5378	0x5B166	20	40	1.000	/data/data/com.tsng.hidemyapplist/files
0x248F08	0x1817D4	0x2C53A4	0x5B1CB	27	50	1.000	[成功] 已成功应用配置到 Hide My Applist
0x249368	0x181868	0x2C53DC	0x5B228	13	112	1.000	[提示] Hide My Applist 原版未配置成功，可能未安装、未启动或 config.json 尚未生成，ret=
0x249520	0x18199C	0x2C5450	0x5B2C1	30	11	1.000	/data/misc
0x249604	0x181BF0	0x2C5460	0x5B309	13	17	1.000	hide_my_applist_
0x249708	0x181D44	0x2C5478	0x5B363	12	12	1.000	/data/misc/
0x249A84	0x181E94	0x2C54B8	0x5B3F1	23	51	1.000	[警告] 检测到 HMA-OSS 目录但写入失败: 
0x249FAC	0x1820B4	0x2C54FC	0x5B49A	16	43	1.000	[提示] 未检测到 HMA-OSS 配置目录
0x24A080	0x1821C0	0x2C552C	0x5B4E5	23	84	1.000	[警告] 无法打开 /data/misc，可能没有 root 权限或命名空间不可见
0x24A5FC	0x18293C	0x2C55F8	0x5B621	8	29	1.000	#!/system/bin/sh\nCONFIG_DIR=
0x24A998	0x182974	0x2C561C	0x5B659	19	269	1.000	"\nCONFIG_FILE=""$CONFIG_DIR/config.json""\n\n# 兼容不同 mount namespace\nif [ -d ""/proc/1/root$CONFIG_DIR"" ]; then\n    CONFIG_DIR=""/proc/1/root$CONFIG_DIR""\n    CONFIG_FILE=""$CONFIG_DIR/config.json""\nfi\n\n# 目录必须存在\nif [ ! -d ""$CONFIG_DIR"" ]; then\n    exit 2\nfi\n\n"
0x24AB50	0x1829B4	0x2C5730	0x5B7B5	15	119	1.000	"# 原版 HMA：必须已有配置文件，避免误创建错误目录\nif [ ! -f ""$CONFIG_FILE"" ]; then\n    exit 2\nfi\n\n"
0x24ACEC	0x182A04	0x2C57AC	0x5B84E	9	12	1.000	NEW_CONFIG=
0x24AEA0	0x182A30	0x2C57BC	0x5B888	28	318	1.000	"\nTMP_FILE=""$CONFIG_FILE.tmp.$$""\n\n# 用 printf，不用 echo，避免反斜杠/特殊字符被 echo 处理\nprintf '%s' ""$NEW_CONFIG"" > ""$TMP_FILE"" || exit 3\nchmod 666 ""$TMP_FILE"" 2>/dev/null\nmv -f ""$TMP_FILE"" ""$CONFIG_FILE"" || exit 4\nchmod 666 ""$CONFIG_FILE"" 2>/dev/null\nsync ""$CONFIG_FILE"" 2>/dev/null || sync\nexit 0\n"
0x24B1F0	0x187AC4	0x2C593C	0x5BA82	18	36	1.000	[成功] 密钥已成功部署至: 
0x24B39C	0x187B4C	0x2C5964	0x5BACA	27	22	1.000	[错误] 执行失败
